fname,label
GraGra0201_110907-ThuckC-22.wav,Th
GraGra0201_110907-ThuckC-23.wav,Th
GraGra0201_110907-ThuckC-24.wav,Th
GraGra0201_110907-ThuckC-25.wav,Th
GraGra0201_110907-ThuckC-26.wav,Th
GraGra0201_110907-ThuckC-27.wav,Th
GraGra0201_110907-ThuckC-28.wav,Th
GraGra0201_110907-ThuckC-29.wav,Th
GraGra0201_110907-ThuckC-30.wav,Th
GraGra0201_110907-ThuckC-32.wav,Th
GraGra0201_110907-ThuckC-34.wav,Th
GraGra0201_110907-ThuckC-35.wav,Th
GraGra0201_110907-ThuckC-36.wav,Th
GraGra0201_110907-ThuckC-37.wav,Th
GraGra0201_110907-ThuckC-38.wav,Th
GraGra0201_110907-ThuckC-39.wav,Th
GraGra0201_110907-ThuckC-40.wav,Th
GraGra0201_110907-ThuckC-41.wav,Th
GraGra0201_110907-ThuckC-42.wav,Th
GraGra0201_110907-ThuckC-43.wav,Th
GraGra0201_110907-ThuckC-44.wav,Th
GraGra0201_110907-ThuckC-45.wav,Th
GraGra0201_110907-ThuckC-46.wav,Th
GraGra0201_110907-ThuckC-47.wav,Th
GraGra0201_110907-ThuckC-48.wav,Th
GraGra0201_110907-ThuckC-49.wav,Th
GraGra0201_110907-ThuckC-50.wav,Th
GraLbl0457_110411-DC-02.wav,DC
GraLbl0457_110411-DC-03.wav,DC
GraLbl0457_110411-DC-04.wav,DC
GraLbl0457_110411-Song-01.wav,So
GraLbl0457_110411-TetC-05.wav,Te
GraLbl0457_110411-TetC-06.wav,Te
GraLbl0457_110411-TetC-07.wav,Te
GraLbl0457_110411-TetC-08.wav,Te
GraLbl0457_110411-TetC-09.wav,Te
GraLbl0457_110411-TetC-10.wav,Te
GraLbl0457_110411-TetC-11.wav,Te
GraLbl0457_110411-TetC-12.wav,Te
GraLbl0457_110414-TetC-13.wav,Te
GraLbl0457_110414-TetC-14.wav,Te
GraLbl0457_110414-TetC-15.wav,Te
GraLbl0457_110418-DC-06.wav,DC
GraLbl0457_110418-TetC-16.wav,Te
GraLbl0457_110421-DC-08.wav,DC
GraLbl0457_110421-DC-09.wav,DC
GraLbl0457_110421-DC-10.wav,DC
GraLbl0457_110421-DC-13.wav,DC
GraLbl0457_110421-DC-14.wav,DC
GraLbl0457_110421-DC-15.wav,DC
GraLbl0457_110421-TetC-19.wav,Te
GraLbl0457_110421-TetC-20.wav,Te
GraLbl0457_110421-TetC-21.wav,Te
GraLbl0457_110421-TetC-23.wav,Te
GraLbl0457_110421-TetC-24.wav,Te
GraLbl0457_110421-TetC-25.wav,Te
GraLbl0457_110421-TetC-26.wav,Te
GraLbl0457_110421-TetC-27.wav,Te
GraLbl0457_110422-DC-16.wav,DC
GraLbl0457_110422-DC-17.wav,DC
GraLbl0457_110422-DC-18.wav,DC
GraLbl0457_110422-DC-19.wav,DC
GraLbl0457_110422-DC-20.wav,DC
GraLbl0457_110422-DC-21.wav,DC
GraLbl0457_110422-TetC-28.wav,Te
GraLbl0457_110425-DC-22.wav,DC
GraLbl0457_110425-Song-02.wav,So
GraLbl0457_110425-Song-03.wav,So
GraLbl0457_110428-DC-23.wav,DC
GraLbl0457_110428-DC-24.wav,DC
GraLbl0457_110428-DC-26.wav,DC
GraLbl0457_110428-TetC-29.wav,Te
GraLbl0457_110429-DC-27.wav,DC
GraLbl0457_110429-DC-28.wav,DC
GraLbl0457_110429-DC-29.wav,DC
GraLbl0457_110429-DC-30.wav,DC
GraLbl0457_110429-DC-31.wav,DC
GraLbl0457_110429-DC-32.wav,DC
GraLbl0457_110429-Song-04.wav,So
GraLbl0457_110429-Song-05.wav,So
GraLbl0457_110429-Song-06.wav,So
GraLbl0457_110429-Song-07.wav,So
GraLbl0457_110429-Song-08.wav,So
GraLbl0457_110429-Song-09.wav,So
GraLbl0457_110429-Song-10.wav,So
GraLbl0457_110429-Song-11.wav,So
GraLbl0457_110429-Song-12.wav,So
GraLbl0457_110504-NestC-01.wav,Ne
GraLbl0457_110504-NestC-02.wav,Ne
GraLbl0457_110509-NestC-04.wav,Ne
GraLbl0457_110601-NestC-08.wav,Ne
GraLbl0457_110601-NestC-10.wav,Ne
GraLbl0457_110601-NestC-11.wav,Ne
GraLbl0457_110601-NestC-12.wav,Ne
GraLbl0457_110601-NestC-13.wav,Ne
GraLbl0457_110601-NestC-14.wav,Ne
GraLbl0457_110601-NestC-15.wav,Ne
GraLbl0457_110601-NestC-16.wav,Ne
GraLbl0457_110603-NestC-18.wav,Ne
GraLbl0457_110603-NestC-19.wav,Ne
GraLbl0457_110603-NestC-20.wav,Ne
GraLbl0457_110603-NestC-21.wav,Ne
GraLbl0457_110603-NestC-22.wav,Ne
GraLbl0457_110603-Song-13.wav,So
GraLbl0457_110603-Song-14.wav,So
GraLbl0457_110606-AggC-05.wav,Ag
GraLbl0457_110606-AggC-06.wav,Ag
GraLbl0457_110606-AggC-07.wav,Ag
GraLbl0457_110606-AggC-08.wav,Ag
GraLbl0457_110606-AggC-09.wav,Ag
GraLbl0457_110606-AggC-11.wav,Ag
GraLbl0457_110606-AggC-12.wav,Ag
GraLbl0457_110606-NestC-26.wav,Ne
GraLbl0457_110606-NestC-27.wav,Ne
GraLbl0457_110606-NestC-29.wav,Ne
GraLbl0457_110606-NestC-31.wav,Ne
GraLbl0457_110606-NestC-37.wav,Ne
GraLbl0457_110606-NestC-38.wav,Ne
GraLbl0457_110606-NestC-39.wav,Ne
GraLbl0457_110606-NestCSeq-23.wav,Ne
GraLbl0457_110606-NestCSeq-24.wav,Ne
GraLbl0457_110606-NestCSeq-25.wav,Ne
GraLbl0457_110606-NestCSeq-28.wav,Ne
GraLbl0457_110606-NestCSeq-30.wav,Ne
GraLbl0457_110606-NestCSeq-32.wav,Ne
GraLbl0457_110606-NestCSeq-33.wav,Ne
GraLbl0457_110606-NestCSeq-34.wav,Ne
GraLbl0457_110606-NestCSeq-35.wav,Ne
GraLbl0457_110606-NestCSeq-36.wav,Ne
GraLbl0457_110606-NestCSeq-40.wav,Ne
GraLbl0457_110606-WhiC-01.wav,Wh
GraLbl0457_110606-WhiC-02.wav,Wh
GraLbl0457_110607-AggC-15.wav,Ag
GraLbl0457_110607-AggC-19.wav,Ag
GraLbl0457_110607-Song-15.wav,So
GraLbl0457_110608-NestCSeq-43.wav,Ne
GraLbl0457_110608-TukC-01.wav,Tu
GraLbl0457_110608-TukC-02.wav,Tu
GraLbl0457_110608-TukC-03.wav,Tu
GraLbl0457_110608-TukC-04.wav,Tu
GraLbl0457_110608-TukC-06.wav,Tu
GraLbl0457_110608-TukC-10.wav,Tu
GraLbl0457_110608-TukC-11.wav,Tu
GraLbl0457_110608-TukC-12.wav,Tu
GraLbl0457_110608-TukC-13.wav,Tu
GraLbl0457_110608-TukC-14.wav,Tu
GraLbl0457_110608-TukC-15.wav,Tu
GraLbl0457_110608-TukC-16.wav,Tu
GraLbl0457_110608-WhiC-04.wav,Wh
GraLbl0457_110608-WhiC-05.wav,Wh
GreGre2522_130416-Ag-01.wav,Ag
GreGre2522_130416-Te-01.wav,Te
GreGre2522_130416-Te-02.wav,Te
GreGre2522_130416-Te-03.wav,Te
GreGre2522_130416-Te-04.wav,Te
GreGre2522_130416-Te-05.wav,Te
GreGre2522_130416-Te-06.wav,Te
GreGre2522_130416-Te-07.wav,Te
GreGre2522_130416-Te-08.wav,Te
GreGre2522_130416-Te-09.wav,Te
GreGre2522_130416-Te-10.wav,Te
GreGre2522_130416-Te-11.wav,Te
GreGre2522_130416-Te-12.wav,Te
GreGre2522_130416-Te-13.wav,Te
GreGre2522_130416-Te-14.wav,Te
GreGre2522_130416-Te-15.wav,Te
GreGre2522_130416-Te-16.wav,Te
GreGre2522_130416-Te-17.wav,Te
GreGre2522_130416-Te-18.wav,Te
GreGre2522_130416-Te-19.wav,Te
GreGre2522_130416-Te-20.wav,Te
GreGre2522_130416-Te-21.wav,Te
GreGre2522_130416-Te-22.wav,Te
GreGre2522_130416-Te-23.wav,Te
GreGre2522_130416-Te-24.wav,Te
GreGre2522_130416-Te-25.wav,Te
GreGre2522_130416-Te-26.wav,Te
GreGre2522_130416-Te-27.wav,Te
GreGre2522_130416-Te-28.wav,Te
GreGre2522_130416-Te-29.wav,Te
GreGre2522_130416-Te-30.wav,Te
GreGre2522_130416-Te-31.wav,Te
GreGre2522_130416-Te-32.wav,Te
GreGre2522_130416-Te-33.wav,Te
GreGre2522_130416-Te-34.wav,Te
GreGre2522_130417-Ag-02.wav,Ag
GreGre2522_130417-Wh-01.wav,Wh
GreGre2522_130417-Wh-02.wav,Wh
GreGre2522_130417-Wh-03.wav,Wh
GreGre6364_130416-DC-01.wav,DC
GreGre6364_130416-DC-02.wav,DC
GreGre6364_130416-DC-03.wav,DC
GreGre6364_130416-DC-04.wav,DC
GreGre6364_130416-DC-05.wav,DC
GreGre6364_130416-DC-06.wav,DC
GreGre6364_130416-DC-07.wav,DC
GreGre6364_130416-DC-09.wav,DC
GreGre6364_130416-DC-10.wav,DC
GreGre6364_130416-DC-11.wav,DC
GreGre6364_130416-DC-12.wav,DC
GreGre6364_130416-DC-13.wav,DC
GreGre6364_130416-DC-14.wav,DC
GreGre6364_130416-DC-16.wav,DC
GreGre6364_130416-Te-02.wav,Te
GreGre6364_130416-Te-03.wav,Te
GreGre6364_130416-Te-04.wav,Te
GreGre6364_130416-Te-05.wav,Te
GreGre6364_130416-Te-06.wav,Te
GreGre6364_130416-Te-07.wav,Te
GreGre6364_130416-Te-08.wav,Te
GreGre6364_130416-Te-09.wav,Te
GreGre6364_130416-Te-10.wav,Te
GreGre6364_130416-Te-11.wav,Te
GreGre6364_130416-Te-12.wav,Te
GreGre6364_130416-Te-13.wav,Te
GreGre6364_130416-Te-14.wav,Te
GreGre6364_130416-Te-15.wav,Te
GreGre6364_130416-Te-16.wav,Te
GreGre6364_130416-Te-17.wav,Te
GreGre6364_130416-Te-18.wav,Te
GreGre6364_130416-Te-19.wav,Te
GreGre6364_130416-Te-20.wav,Te
GreGre6364_130416-Te-21.wav,Te
GreGre6364_130416-Te-22.wav,Te
GreGre6364_130416-Te-23.wav,Te
GreGre6364_130416-Te-24.wav,Te
GreGre6364_130416-Te-25.wav,Te
GreGre6364_130416-Te-26.wav,Te
GreGre6364_130416-Te-27.wav,Te
GreGre6364_130416-Te-28.wav,Te
GreGre6364_130416-Te-29.wav,Te
GreGre6364_130416-Te-30.wav,Te
GreOra1817_110615-TetC-01.wav,Te
GreOra1817_110615-TetC-02.wav,Te
GreOra1817_110615-TetC-03.wav,Te
GreOra1817_110615-TetC-04.wav,Te
GreOra1817_110615-TetC-06.wav,Te
GreOra1817_110615-TetC-07.wav,Te
GreOra1817_110615-TetC-09.wav,Te
GreOra1817_110615-TetC-12.wav,Te
GreOra1817_110615-TetC-14.wav,Te
GreOra1817_110615-TetC-15.wav,Te
GreOra1817_110615-TetC-16.wav,Te
GreOra1817_110615-TetC-17.wav,Te
GreOra1817_110615-TetC-18.wav,Te
GreOra1817_110615-TetC-20.wav,Te
GreOra1817_110615-TetC-22.wav,Te
GreOra1817_110615-TetC-23.wav,Te
GreOra1817_110615-TetC-24.wav,Te
GreOra1817_110615-TetC-25.wav,Te
GreOra1817_110615-TetC-26.wav,Te
GreOra1817_110615-TetC-27.wav,Te
GreOra1817_110615-TetC-28.wav,Te
GreOra1817_110615-TetC-29.wav,Te
GreOra1817_110615-TetC-30.wav,Te
GreOra1817_110616-AggC-01.wav,Ag
GreOra1817_110617-AggC-07.wav,Ag
GreOra1817_110617-AggC-08.wav,Ag
GreOra1817_110617-AggC-09.wav,Ag
GreOra1817_110617-NestC-02.wav,Ne
GreOra1817_110617-NestCSeq-05.wav,Ne
GreOra1817_110617-NestCSeq-06.wav,Ne
GreOra1817_110617-NestCSeq-07.wav,Ne
GreOra1817_110617-NestCSeq-08.wav,Ne
GreOra1817_110620-NestCSeq-09.wav,Ne
GreOra1817_110620-WhineC-01.wav,Wh
GreOra1817_110622-NestC-11.wav,Ne
GreOra1817_110622-NestC-12.wav,Ne
GreOra1817_110622-NestC-13.wav,Ne
GreOra1817_110622-NestCSeq-10.wav,Ne
GreOra1817_110623-AggC-12.wav,Ag
GreOra1817_110623-NestCSeq-14.wav,Ne
GreOra1817_110627-AggC-13.wav,Ag
GreOra1817_110627-AggC-14.wav,Ag
GreOra1817_110701-AggC-16.wav,Ag
GreOra1817_110701-AggC-17.wav,Ag
GreOra1817_110701-AggC-18.wav,Ag
GreOra1817_110701-TukC-01.wav,Tu
GreOra1817_110701-TukC-02.wav,Tu
GreOra1817_110701-TukC-03.wav,Tu
GreOra1817_110701-TukC-04.wav,Tu
GreOra1817_110701-TukC-05.wav,Tu
GreOra1817_110701-TukC-06.wav,Tu
GreOra1817_110701-TukC-07.wav,Tu
GreOra1817_110701-TukC-08.wav,Tu
GreOra1817_110701-TukC-09.wav,Tu
GreOra1817_110701-TukC-10.wav,Tu
GreOra1817_110701-TukC-11.wav,Tu
GreOra1817_110701-TukC-12.wav,Tu
GreOra1817_110701-TukC-13.wav,Tu
GreOra1817_110701-TukC-14.wav,Tu
GreOra1817_110701-TukC-15.wav,Tu
GreOra1817_110701-TukC-16.wav,Tu
GreOra1817_110701-TukC-17.wav,Tu
GreOra1817_110701-TukC-18.wav,Tu
GreOra1817_110728-DC-01.wav,DC
GreOra1817_110728-DC-02.wav,DC
GreOra1817_110728-DC-03.wav,DC
GreOra1817_110728-DC-04.wav,DC
GreOra1817_110728-DC-05.wav,DC
GreOra1817_110728-DC-06.wav,DC
GreOra1817_110728-DC-08.wav,DC
GreOra1817_110728-DC-09.wav,DC
GreOra1817_110728-DC-10.wav,DC
GreOra1817_110728-DC-11.wav,DC
GreOra1817_110728-DC-13.wav,DC
GreOra1817_110728-DC-15.wav,DC
GreOra1817_110728-DC-16.wav,DC
GreOra1817_110728-DC-17.wav,DC
GreOra1817_110728-DC-19.wav,DC
GreOra1817_110728-DC-20.wav,DC
GreOra1817_110728-DC-21.wav,DC
GreOra1817_110728-DC-22.wav,DC
GreOra1817_110728-DC-23.wav,DC
GreOra1817_110728-DC-26.wav,DC
GreOra1817_110728-DC-27.wav,DC
GreOra1817_110728-DC-31.wav,DC
GreOra1817_110728-DC-32.wav,DC
GreOra1817_110728-DC-33.wav,DC
GreOra1817_110728-ThukC-01.wav,Th
GreOra1817_110728-ThukC-02.wav,Th
GreOra1817_110728-ThukC-03.wav,Th
GreOra1817_110728-ThukC-04.wav,Th
GreOra1817_110728-ThukC-05.wav,Th
GreOra1817_110728-ThukC-06.wav,Th
GreOra1817_110728-ThukC-07.wav,Th
GreOra1817_110728-ThukC-08.wav,Th
GreOra1817_110728-ThukC-09.wav,Th
GreOra1817_110728-ThukC-10.wav,Th
GreOra1817_110728-ThukC-11.wav,Th
GreOra1817_110728-ThukC-12.wav,Th
GreOra1817_110728-ThukC-15.wav,Th
GreOra1817_110728-ThukC-17.wav,Th
GreOra1817_110728-ThukC-18.wav,Th
GreOra1817_110728-ThukC-19.wav,Th
GreOra1817_110728-ThukC-21.wav,Th
GreOra1817_110728-ThukC-22.wav,Th
GreOra1817_110728-ThukC-23.wav,Th
GreOra1817_110728-ThukC-24.wav,Th
GreOra1817_110728-ThukC-25.wav,Th
GreOra1817_110728-ThukC-26.wav,Th
GreOra1817_110728-ThukC-27.wav,Th
GreOra1817_110728-ThukC-28.wav,Th
GreOra1817_110728-ThukC-29.wav,Th
GreOra1817_110729-AggC-20.wav,Ag
GreOra1817_110729-AggC-21.wav,Ag
GreOra1817_110729-AggC-22.wav,Ag
GreOra1817_110729-AggC-25.wav,Ag
GreOra1817_110729-AggC-27.wav,Ag
GreOra1817_110729-AggC-28.wav,Ag
GreOra1817_110729-AggC-29.wav,Ag
GreOra1817_110729-AggC-30.wav,Ag
GreOra1817_110729-ThukC-30.wav,Th
GreOra1817_110729-ThukC-31.wav,Th
GreOra1817_110729-ThukC-32.wav,Th
GreOra1817_110729-ThukC-33.wav,Th
GreOra1817_110729-ThukC-34.wav,Th
GreOra1817_110729-ThukC-36.wav,Th
GreOra1817_110729-ThukC-37.wav,Th
GreOra1817_110729-ThukC-38.wav,Th
GreOra1817_110729-ThukC-39.wav,Th
GreOra1817_110729-ThukC-40.wav,Th
GreOra1817_110729-ThukC-41.wav,Th
GreOra1817_110729-ThukC-42.wav,Th
GreOra1817_110729-ThukC-43.wav,Th
GreOra1817_110729-ThukC-44.wav,Th
GreOra1817_110729-ThukC-45.wav,Th
GreOra1817_110729-ThukC-46.wav,Th
GreOra1817_110729-ThukC-47.wav,Th
GreOra1817_110729-ThukC-48.wav,Th
GreOra1817_110729-ThukC-49.wav,Th
GreOra1817_110729-ThukC-50.wav,Th
GreOra1817_1108201-AggC-31.wav,Ag
GreOra1817_1108201-AggC-32.wav,Ag
GreOra1817_1108201-AggC-33.wav,Ag
GreWhi1242_130416-Te-01.wav,Te
GreWhi1242_130416-Te-02.wav,Te
GreWhi1242_130416-Te-03.wav,Te
GreWhi1242_130416-Te-04.wav,Te
GreWhi1242_130416-Te-05.wav,Te
GreWhi1242_130416-Te-06.wav,Te
GreWhi1242_130416-Te-07.wav,Te
GreWhi1242_130416-Te-08.wav,Te
GreWhi1242_130416-Te-09.wav,Te
GreWhi1242_130416-Te-10.wav,Te
GreWhi1242_130416-Te-11.wav,Te
GreWhi1242_130416-Te-12.wav,Te
GreWhi1242_130416-Te-13.wav,Te
GreWhi1242_130416-Te-14.wav,Te
GreWhi1242_130416-Te-15.wav,Te
GreWhi1242_130416-Te-16.wav,Te
GreWhi1242_130416-Te-17.wav,Te
GreWhi1242_130416-Te-18.wav,Te
GreWhi1242_130416-Te-19.wav,Te
GreWhi1242_130416-Te-20.wav,Te
GreWhi1242_130416-Te-21.wav,Te
GreWhi1242_130416-Te-22.wav,Te
GreWhi1242_130416-Te-23.wav,Te
GreWhi1242_130416-Te-24.wav,Te
GreWhi1242_130416-Te-25.wav,Te
GreWhi1242_130416-Te-26.wav,Te
GreWhi1242_130417-Ag-01.wav,Ag
GreWhi1242_130417-DC-01.wav,DC
GreWhi1242_130417-DC-02.wav,DC
GreWhi1242_130417-DC-03.wav,DC
HPiHPi4748_110615-DC-01.wav,DC
HPiHPi4748_110615-DC-03.wav,DC
HPiHPi4748_110615-DC-04.wav,DC
HPiHPi4748_110616-AggC-04.wav,Ag
HPiHPi4748_110616-AggC-05.wav,Ag
HPiHPi4748_110616-AggC-06.wav,Ag
HPiHPi4748_110616-AggC-07.wav,Ag
HPiHPi4748_110616-AggC-08.wav,Ag
HPiHPi4748_110616-AggC-10.wav,Ag
HPiHPi4748_110616-AggC-11.wav,Ag
HPiHPi4748_110616-AggC-12.wav,Ag
HPiHPi4748_110616-AggC-13.wav,Ag
HPiHPi4748_110616-DC-05.wav,DC
HPiHPi4748_110616-DC-06.wav,DC
HPiHPi4748_110616-DC-07.wav,DC
HPiHPi4748_110616-DC-08.wav,DC
HPiHPi4748_110616-DC-09.wav,DC
HPiHPi4748_110616-DC-10.wav,DC
HPiHPi4748_110616-DC-11.wav,DC
HPiHPi4748_110616-DC-12.wav,DC
HPiHPi4748_110616-DC-13.wav,DC
HPiHPi4748_110616-DC-14.wav,DC
HPiHPi4748_110616-DC-15.wav,DC
HPiHPi4748_110616-DC-16.wav,DC
HPiHPi4748_110616-DC-17.wav,DC
HPiHPi4748_110616-DC-18.wav,DC
HPiHPi4748_110616-DC-19.wav,DC
HPiHPi4748_110616-DC-20.wav,DC
HPiHPi4748_110616-DC-21.wav,DC
HPiHPi4748_110616-DC-22.wav,DC
HPiHPi4748_110616-DC-23.wav,DC
HPiHPi4748_110616-DC-24.wav,DC
HPiHPi4748_110616-DC-25.wav,DC
HPiHPi4748_110616-Song-02.wav,So
HPiHPi4748_110616-TetC-01.wav,Te
HPiHPi4748_110616-TetC-02.wav,Te
HPiHPi4748_110616-TetC-03.wav,Te
HPiHPi4748_110616-TetC-04.wav,Te
HPiHPi4748_110616-TetC-05.wav,Te
HPiHPi4748_110616-TetC-06.wav,Te
HPiHPi4748_110616-TetC-07.wav,Te
HPiHPi4748_110616-TetC-08.wav,Te
HPiHPi4748_110616-TetC-09.wav,Te
HPiHPi4748_110616-TetC-10.wav,Te
HPiHPi4748_110616-TetC-11.wav,Te
HPiHPi4748_110616-TetC-12.wav,Te
HPiHPi4748_110616-TetC-13.wav,Te
HPiHPi4748_110616-TetC-14.wav,Te
HPiHPi4748_110616-TetC-15.wav,Te
HPiHPi4748_110616-TetC-16.wav,Te
HPiHPi4748_110616-TetC-17.wav,Te
HPiHPi4748_110616-TetC-18.wav,Te
HPiHPi4748_110616-TetC-19.wav,Te
HPiHPi4748_110616-TetC-20.wav,Te
HPiHPi4748_110616-TetC-21.wav,Te
HPiHPi4748_110616-TetC-22.wav,Te
HPiHPi4748_110616-TetC-23.wav,Te
HPiHPi4748_110616-TetC-24.wav,Te
HPiHPi4748_110616-TetC-25.wav,Te
HPiHPi4748_110616-TetC-26.wav,Te
HPiHPi4748_110616-TetC-27.wav,Te
HPiHPi4748_110616-TetC-28.wav,Te
HPiHPi4748_110616-TetC-29.wav,Te
HPiHPi4748_110616-TetC-30.wav,Te
HPiHPi4748_110617-DC-26.wav,DC
HPiHPi4748_110617-DC-27.wav,DC
HPiHPi4748_110617-DC-28.wav,DC
HPiHPi4748_110617-DC-29.wav,DC
HPiHPi4748_110617-DC-30.wav,DC
HPiHPi4748_110620-Song-05.wav,So
HPiHPi4748_110620-Song-06.wav,So
HPiHPi4748_110620-Song-07.wav,So
HPiHPi4748_110620-Song-08.wav,So
HPiHPi4748_110620-Song-09.wav,So
HPiHPi4748_110620-Song-10.wav,So
HPiHPi4748_110620-Song-11.wav,So
HPiHPi4748_110620-Song-12.wav,So
HPiHPi4748_110620-Song-15dcut.wav,So
HPiHPi4748_110620-Song-16.wav,So
HPiHPi4748_110622-AggC-15.wav,Ag
HPiHPi4748_110622-AggC-16.wav,Ag
HPiHPi4748_110622-AggC-17.wav,Ag
HPiHPi4748_110622-AggC-18.wav,Ag
HPiHPi4748_110622-Song-20.wav,So
HPiHPi4748_110622-Song-21.wav,So
HPiHPi4748_110622-Song-22.wav,So
HPiHPi4748_110622-Song-23.wav,So
HPiHPi4748_110627-AggC-19.wav,Ag
HPiHPi4748_110627-AggC-20.wav,Ag
HPiHPi4748_110627-AggC-21.wav,Ag
HPiHPi4748_110627-NestC-02.wav,Ne
HPiHPi4748_110627-NestC-06.wav,Ne
HPiHPi4748_110627-NestC-10.wav,Ne
HPiHPi4748_110627-NestC-15.wav,Ne
HPiHPi4748_110627-NestC-16.wav,Ne
HPiHPi4748_110627-NestC-18.wav,Ne
HPiHPi4748_110627-NestCSeq-01.wav,Ne
HPiHPi4748_110627-NestCSeq-03.wav,Ne
HPiHPi4748_110627-NestCSeq-04.wav,Ne
HPiHPi4748_110627-NestCSeq-05.wav,Ne
HPiHPi4748_110627-NestCSeq-08.wav,Ne
HPiHPi4748_110627-NestCSeq-09.wav,Ne
HPiHPi4748_110627-NestCSeq-11.wav,Ne
HPiHPi4748_110627-NestCSeq-12.wav,Ne
HPiHPi4748_110627-NestCSeq-13.wav,Ne
HPiHPi4748_110627-NestCSeq-14.wav,Ne
HPiHPi4748_110627-NestCSeq-17.wav,Ne
HPiHPi4748_110627-NestCSeq-20.wav,Ne
HPiHPi4748_110627-WhineC-01.wav,Wh
HPiHPi4748_110627-WhineC-02.wav,Wh
HPiHPi4748_110701-AggC-23.wav,Ag
HPiHPi4748_110701-AggC-24.wav,Ag
HPiHPi4748_110701-AggC-25.wav,Ag
HPiHPi4748_110701-AggC-26.wav,Ag
HPiHPi4748_110701-AggC-27.wav,Ag
HPiHPi4748_110701-TukC-01.wav,Tu
HPiHPi4748_110701-TukC-02.wav,Tu
HPiHPi4748_110701-TukC-03.wav,Tu
HPiHPi4748_110701-TukC-04.wav,Tu
HPiHPi4748_110701-TukC-05.wav,Tu
HPiHPi4748_110701-TukC-06.wav,Tu
HPiHPi4748_110701-TukC-07.wav,Tu
HPiHPi4748_110701-TukC-08.wav,Tu
HPiHPi4748_110701-TukC-09.wav,Tu
HPiHPi4748_110701-TukC-10.wav,Tu
HPiHPi4748_110701-TukC-11.wav,Tu
HPiHPi4748_110701-TukC-12.wav,Tu
HPiHPi4748_110701-TukC-13.wav,Tu
HPiHPi4748_110701-TukC-14.wav,Tu
HPiHPi4748_110701-TukC-15.wav,Tu
HPiHPi4748_110701-TukC-16.wav,Tu
HPiHPi4748_110701-TukC-17.wav,Tu
HPiHPi4748_110701-TukC-18.wav,Tu
HPiHPi4748_110701-TukC-19.wav,Tu
HPiHPi4748_110701-TukC-20.wav,Tu
HPiHPi4748_110701-TukC-21.wav,Tu
HPiHPi4748_110701-TukC-22.wav,Tu
HPiHPi4748_110701-TukC-23.wav,Tu
HPiHPi4748_110701-TukC-24.wav,Tu
HPiHPi4748_110701-TukC-25.wav,Tu
HPiHPi4748_110701-TukC-26.wav,Tu
HPiHPi4748_110701-TukC-27.wav,Tu
HPiHPi4748_110701-TukC-28.wav,Tu
HPiHPi4748_110701-TukC-29.wav,Tu
HPiHPi4748_110701-TukC-30.wav,Tu
HPiHPi4748_110706-AggC-28.wav,Ag
HPiHPi4748_110706-AggC-29.wav,Ag
HPiHPi4748_110706-AggC-30.wav,Ag
HPiHPi4748_110706-AggC-31.wav,Ag
HPiHPi4748_110706-AggC-32.wav,Ag
HPiHPi4748_110706-AggC-33.wav,Ag
HPiHPi4748_110706-NestC-26.wav,Ne
HPiHPi4748_110706-NestC-27.wav,Ne
HPiHPi4748_110706-NestC-29.wav,Ne
HPiHPi4748_110706-NestC-30.wav,Ne
HPiHPi4748_110706-NestC-31.wav,Ne
HPiHPi4748_110706-NestC-32.wav,Ne
HPiHPi4748_110706-NestC-33.wav,Ne
HPiHPi4748_110706-NestC-34.wav,Ne
HPiHPi4748_110706-NestC-36.wav,Ne
HPiHPi4748_110706-NestC-39.wav,Ne
HPiHPi4748_110706-NestC-40.wav,Ne
HPiHPi4748_110706-NestC-41.wav,Ne
HPiHPi4748_110706-NestC-44.wav,Ne
HPiHPi4748_110706-NestC-46.wav,Ne
HPiHPi4748_110706-NestC-47.wav,Ne
HPiHPi4748_110706-NestC-48.wav,Ne
HPiHPi4748_110706-NestCSeq-21.wav,Ne
HPiHPi4748_110706-NestCSeq-22.wav,Ne
HPiHPi4748_110706-NestCSeq-23.wav,Ne
HPiHPi4748_110706-NestCSeq-24.wav,Ne
HPiHPi4748_110706-NestCSeq-25.wav,Ne
HPiHPi4748_110706-NestCSeq-28.wav,Ne
HPiHPi4748_110706-NestCSeq-35.wav,Ne
HPiHPi4748_110706-NestCSeq-37.wav,Ne
HPiHPi4748_110706-NestCSeq-38.wav,Ne
HPiHPi4748_110706-NestCSeq-42.wav,Ne
HPiHPi4748_110706-NestCSeq-43.wav,Ne
HPiHPi4748_110706-NestCSeq-45.wav,Ne
HPiHPi4748_110706-NestCSeq-49.wav,Ne
HPiHPi4748_110706-WhineC-03.wav,Wh
HPiHPi4748_110706-WhineC-05.wav,Wh
HPiHPi4748_110706-WhineC-06.wav,Wh
HPiHPi4748_110706-WhineC-08.wav,Wh
HPiHPi4748_110706-WhineC-09.wav,Wh
HPiHPi4748_110706-WhineC-10.wav,Wh
HPiHPi4748_110706-WhineC-11.wav,Wh
HPiHPi4748_110706-WhineC-12.wav,Wh
HPiHPi4748_110706-WhineC-13.wav,Wh
HPiHPi4748_110706-WhineC-14.wav,Wh
HPiHPi4748_110706-WhineC-15.wav,Wh
HPiHPi4748_110706-WhineC-16.wav,Wh
HPiHPi4748_110706-WhineC-17.wav,Wh
HPiHPi4748_110706-WhineC-18.wav,Wh
HPiHPi4748_110706-WhineC-19.wav,Wh
